Order_ID,Product_Category,Shipping_Mode,Order_Value,Package_Weight_Kg,Warehouse_Distance_Km,Items_in_Order,Warehouse_Processing_Hours,Courier_Load_Index,Traffic_Index,Delivery_Time_Hours
ORD100309,Beauty,Same-Day,5956,4.08,24.4,7,3.57,7.56,1.57,19.44
ORD100310,Fashion,Express,6829,4.82,59.1,7,4.11,7.99,2.18,31.21
ORD100311,Books,Standard,5712,6.08,93.9,7,4.65,8.42,2.79,44.73
ORD100312,Home & Kitchen,Same-Day,7955,8.86,128.6,7,4.58,8.85,3.4,39.73
ORD100313,Electronics,Express,6188,1.76,163.3,3,4.24,9.28,4.01,34.34
ORD100314,Beauty,Standard,4571,1.04,198.1,3,2.57,9.71,4.62,43.25
ORD100315,Fashion,Same-Day,5164,1.58,232.8,3,2.0,1.64,5.23,24.11
ORD100316,Electronics,Express,6437,2.74,283.5,3,2.53,2.07,5.84,38.73
ORD100317,Beauty,Standard,4820,2.02,318.2,3,3.07,2.5,6.45,53.54
ORD100318,Fashion,Same-Day,5413,2.56,353.0,3,3.01,2.93,7.06,30.75
ORD100319,Books,Express,4696,3.39,387.7,3,3.54,3.36,7.67,44.26
ORD100320,Home & Kitchen,Express,6219,5.09,422.4,3,3.88,3.79,8.28,50.81
ORD100321,Electronics,Standard,6852,4.3,457.2,3,2.21,4.22,8.89,59.55
ORD100322,Beauty,Same-Day,5235,3.58,491.9,3,2.15,4.65,9.5,35.32
ORD100323,Home & Kitchen,Express,6468,6.07,526.6,3,2.68,5.08,1.24,42.21
ORD100324,Electronics,Standard,7120,5.17,561.4,3,3.22,5.58,1.85,53.61
ORD100325,Beauty,Same-Day,5503,0.85,612.0,3,3.16,6.01,2.46,42.68
ORD100326,Fashion,Express,7656,2.4,646.8,6,4.36,6.44,3.07,57.13
ORD100327,Books,Standard,6639,3.47,681.5,6,4.89,6.87,3.68,58.36
ORD100328,Home & Kitchen,Same-Day,8702,5.98,716.2,6,2.63,7.3,4.29,50.94
ORD100329,Electronics,Express,9485,4.39,751.0,6,3.16,7.73,4.9,62.02
ORD100330,Books,Standard,68880,4.34,785.7,6,3.7,8.16,5.51,73.68
ORD100331,Home & Kitchen,Standard,8951,6.96,820.5,6,4.04,8.59,6.12,80.9
ORD100332,Electronics,Same-Day,9734,5.37,855.2,6,3.97,9.02,6.73,58.65
ORD100333,Beauty,Express,7517,4.14,889.9,6,4.51,9.45,7.34,71.88
ORD100334,Fashion,Same-Day ,8320,4.83,940.6,6,5.04,9.88,7.95,84.49
ORD100335,Books,Same-Day,7303,5.9,39.4,6,2.27,1.81,8.56,24.98
ORD100336,Home & Kitchen,Express,9366,4.92,74.1,6,2.8,2.24,9.17,38.43
ORD100337,Fashion,Standard,8569,2.21,108.9,6,3.34,2.67,9.78,36.66
ORD100338,Books,Same-Day,7552,3.28,143.6,6,3.28,3.1,1.39,17.86
ORD100339,Home & Kitchen,Express,7215,3.19,178.3,2,2.93,3.53,2.0,28.44
ORD100340,Electronics,Standard,7798,2.52,213.1,2,3.47,3.96,2.61,39.58
ORD100341,Beauty,Same-Day,6400,2.08,247.8,2,3.4,4.39,3.22,29.66
ORD100342,Fashion,Same-Day,6923,2.57,282.5,2,1.54,4.82,3.83,20.69
ORD100343,Books,Express,6306,3.32,333.2,2,2.08,5.32,4.44,36.13
ORD100344,Beauty,Standard,6649,2.95,368.0,2,2.62,5.75,5.05,47.97
ORD100345,Fashion,Same-Day,7172,3.44,402.7,2,2.55,6.18,5.66,37.94
ORD100346,Books,Express,6555,4.3,437.4,2,3.09,6.61,6.4,51.92
ORD100347,Home & Kitchen,Standard,7898,5.73,472.2,2,3.62,7.04,7.01,55.02
ORD100348,Electronics,Same-Day,8481,1.46,506.9,2,3.56,7.47,7.62,44.62
ORD100349,Beauty,Express,7064,0.91,541.6,2,1.89,7.9,8.23,53.35
ORD100350,Fashion ,Standard,7587,1.4,576.4,2,2.43,8.33,8.84,65.06
ORD100351,Electronics,Same-Day,8730,2.44,611.1,2,2.37,8.76,9.45,57.66
ORD100352,Beauty,Express,8663,2.64,661.8,5,3.56,9.19,1.06,49.31
ORD100353,Fashion,Express,9396,3.28,696.5,5,3.9,9.62,1.67,54.89
ORD100354,Books,Standard,8479,4.27,731.3,5,3.92,1.55,2.28,59.12
ORD100355,Home & Kitchen,Same-Day,10362,6.51,766.0,5,3.86,1.98,2.89,51.41
ORD100356,Electronics,Express,11095,5.26,800.7,5,2.19,2.41,3.5,60.48
ORD100357,Beauty,Standard,9078,4.2,835.5,5,2.73,2.84,4.11,61.14
ORD100358,Home & Kitchen,Same-Day,4630,7.49,870.2,5,2.67,3.27,4.72,54.62
ORD100359,Electronics,Express,5363,2.53,904.9,5,3.2,3.7,5.33,64.54
ORD100360,Beauty,Standard,3346,1.47,939.7,5,3.74,4.13,5.94,
ORD100361,Fashion,Same-Day,4079,2.22,54.4,5,3.67,4.56,6.55,27.95
ORD100362,Books,Express,3162,3.21,89.2,5,4.21,5.06,7.16,30.86
ORD100363,Home & Kitchen,Standard,-950.0,5.45,123.9,5,2.55,5.49,7.77,43.01
ORD100364,Electronics,Standard,5778,4.09,158.6,5,2.89,5.92,8.38,46.75
ORD100365,Books,Same-Day,1731,2.56,193.4,1,1.94,6.35,8.99,33.51
ORD100366,Home & Kitchen,Express,2894,3.83,228.1,1,2.48,6.78,9.6,48.14
ORD100367,Electronics,Standard,3427,3.39,262.8,1,3.01,7.21,1.21,36.75
ORD100368,Beauty,Same-Day,2210,3.01,297.6,1,2.95,7.64,1.82,27.06
ORD100369,Fashion,Express,2663,3.45,332.3,1,3.48,8.07,2.56,38.93
ORD100370,Books,Standard,2146,4.12,383.0,1,4.02,8.5,3.17,52.87
ORD100371,Home & Kitchen,Same-Day,3309,1.79,417.7,1,1.76,8.93,3.78,42.23
ORD100372,Fashion,Express,2912,0.83,452.5,1,2.29,9.36,4.39,41.5
ORD100373,Books,Standard,2395,1.5,487.2,1,2.83,9.79,5.0,55.3
ORD100374,Home & Kitchen,Same-Day,3558,2.66,521.9,1,2.25,1.72,5.61,38.1
ORD100375,Electronics,Same-Day,4110,2.22,556.7,1,2.59,2.15,6.22,42.17
ORD100376,Beauty,Express,2893,1.95,591.4,1,3.12,2.58,6.83,54.89
ORD100377,Fashion,Standard,3346,2.39,626.1,1,3.66,3.01,7.44,55.89
ORD100378,Books,express,4089,4.2,660.9,4,2.06,3.44,8.05,47.71
ORD100379,Beauty,Express,4492,3.57,711.6,4,2.59,3.87,8.66,60.03
ORD100380,Fashion,Standard,5155,4.16,746.3,4,3.13,4.3,9.27,71.88
ORD100381,Books,Same-Day,4338,5.18,781.0,4,3.07,4.8,9.88,65.11
ORD100382,Home & Kitchen,Express,6041,3.55,815.8,4,3.6,5.23,1.49,54.91
ORD100383,Electronics,Standard,6724,2.42,850.5,4,4.14,5.66,2.1,66.37
ORD100384,Beauty,Same-Day,4907,1.53,885.2,4,4.08,6.09,2.71,55.81
ORD100385,Fashion,Express,5570,2.12,920.0,4,2.41,6.52,3.32,65.04
ORD100386,Electronics,Express,6973,3.4,18.8,4,2.75,6.95,3.93,34.19
ORD100387,Beauty,Standard,5156,2.51,53.5,4,3.28,7.38,4.54,34.19
ORD100388,Fashion,Same-Day,5819,3.1,104.2,4,3.22,7.81,5.15,25.26
ORD100389,Books,Express,5002,4.01,138.9,4,3.75,8.24,5.76,38.5
ORD100390,Home & Kitchen,Standard,6705,5.98,173.6,4,4.29,8.67,6.37,52.57
ORD100391,Electronics,Same-Day,9338,6.22,208.4,7,4.89,9.1,6.98,46.85
ORD100392,Beauty,Express,6940,4.82,243.1,7,3.22,9.53,7.72,43.73
ORD100393,Home & Kitchen,Standard,8773,8.91,277.9,7,3.76,9.96,8.33,58.91
ORD100394,Electronics,Same-Day,9606,3.49,312.6,7,3.18,1.89,8.94,37.79
ORD100395,Beauty,Express,7189,2.09,347.3,7,3.72,2.32,9.55,48.99
ORD100396,Fashion,Standard,8062,2.94,382.1,7,4.25,2.75,1.16,51.95
ORD100397,Books,Standard,6945,4.09,432.7,7,4.59,3.18,1.77,46.2
ORD100398,Home & Kitchen,Same-Day,9188,6.87,467.5,7,4.53,3.61,2.38,38.93
ORD100399,Electronics,Express,10021,5.05,502.2,7,2.86,4.04,2.99,47.09
ORD100400,Books,Standard,7194,4.96,536.9,7,3.4,4.54,3.6,59.07
ORD100019,Fashion,Express,4793,3.15,672.1,4,3.51,9.24,2.98,57.35
ORD100114,Electronics,Same-Day,8093,4.87,387.7,4,4.09,7.94,7.45,48.49
ORD100226,Home & Kitchen,Same-Day,4322,4.65,741.6,3,3.24,5.52,4.42,52.44
ORD100342,Fashion,Same-Day,6923,2.57,282.5,2,1.54,4.82,3.83,20.69
