Order_ID,Product_Category,Shipping_Mode,Order_Value,Package_Weight_Kg,Warehouse_Distance_Km,Items_in_Order,Warehouse_Processing_Hours,Courier_Load_Index,Traffic_Index,Delivery_Time_Hours
ORD100761,Home & Kitchen,Same-Day,4597,3.25,433.1,4,2.46,3.7,9.24,48.44
ORD100762,Books,Same-Day,5171,3.69,846.4,4,3.03,1.24,1.25,51.37
ORD100763,Beauty,Standard,3690,4.87,753.6,5,3.81,6.22,9.23,71.43
ORD100764,Electronics,Express ,4968,3.17,885.2,2,3.04,3.1,4.18,57.76
ORD100765,Books,Same-Day,5047,2.68,727.5,1,2.57,6.54,8.67,53.82
ORD100766,Books,Standard,7996,4.11,449.5,10,4.88,1.21,4.1,62.4
ORD100767,Beauty,Express,336,2.24,698.7,4,1.9,5.02,3.76,52.17
ORD100768,Beauty,Express,7993,3.59,492.8,6,2.66,9.65,3.08,53.49
ORD100769,Books,Express,5456,3.41,366.7,5,1.46,2.12,3.78,34.56
ORD100770, beauty ,Express,2145,2.0,517.6,1,1.17,9.33,4.19,50.85
ORD100771,Electronics,Same-Day,1392,1.83,700.5,1,2.17,1.02,6.58,46.21
ORD100772,Fashion,Express,2817,2.45,33.8,3,3.54,1.16,1.95,19.44
ORD100773,Beauty,Express,6659,4.66,605.5,9,4.09,2.73,6.1,55.25
ORD100774,Electronics,Express,7996,4.32,899.0,10,2.95,9.25,9.52,78.57
ORD100775,Home & Kitchen,Standard,5122,4.86,615.7,7,3.98,2.49,1.28,62.7
ORD100776,Electronics,Same-Day,6259,5.52,798.5,0,3.24,8.58,9.35,73.52
ORD100777,Electronics,Express,5019,3.08,47.9,3,1.98,2.31,5.99,17.6
ORD100778,Electronics,Standard,6600,3.79,912.3,7,3.84,4.35,4.28,72.28
ORD100779,Beauty,Standard,5817,6.82,715.0,8,2.85,4.29,3.92,60.36
ORD100780,Home & kitchen,Express,330,4.39,424.1,2,1.86,8.88,7.62,47.39
ORD100781,Home & Kitchen,Express,4465,3.98,893.5,3,3.78,4.37,8.66,70.01
ORD100782,Books,Standard,4251,2.65,325.3,5,2.48,6.58,5.47,47.68
ORD100783,Books,Standard,6434,1.93,580.1,2,1.67,2.53,2.22,57.18
ORD100784,Fashion,Express,7178,2.52,782.2,4,1.65,7.23,6.23,63.45
ORD100785, electronics,Express,4714,3.48,693.3,7,2.39,6.71,2.37,60.12
ORD100786,Books,Same-Day,6428,3.67,273.5,9,3.53,2.56,4.83,30.86
ORD100787,Beauty,,432,1.93,562.2,2,2.05,5.26,7.73,55.59
ORD100788,Fashion,Express,1496,3.19,132.5,4,3.37,3.95,7.56,33.09
ORD100789,Fashion,Same-Day,7708,3.54,832.9,7,2.67,7.76,7.06,64.34
ORD100790,Fashion,Same-Day,648,2.12,506.4,3,2.11,7.31,8.35,49.36
ORD100791,Books,STANDARD,5605,3.84,568.1,8,4.16,8.56,2.44,61.93
ORD100792,Books,Standard,7014,4.73,103.2,8,4.05,9.45,9.69,55.18
ORD100793,Beauty,Standard,3000,2.15,212.5,2,1.87,3.7,1.28,36.65
ORD100794,,Standard,3530,2.48,23.1,4,2.3,8.18,5.7,38.52
ORD100795,Electronics,Express,6270,3.59,603.4,4,3.82,1.34,5.35,49.93
ORD100796,Books,Express,6101,4.21,432.2,8,2.81,9.65,3.66,42.01
ORD100797,Beauty,Standard,4641,3.9,203.7,6,1.54,9.83,6.99,48.56
ORD100798,Beauty,Standard,3581,1.89,437.1,2,3.88,4.92,6.16,47.64
ORD100799,Beauty,Same-Day,5071,3.46,836.9,8,2.66,6.99,5.16,59.76
ORD100800,Electronics,Same-Day,5149,2.97,238.8,5,3.84,8.94,1.33,35.93
ORD100801,Electronics,Same-Day,1537,2.25,766.1,1,1.28,5.45,2.43,46.99
ORD100802,Books,Same-Day,3438,2.31,171.3,2,3.96,6.29,1.77,19.83
ORD100803,Beauty,Express,2489,1.57,109.8,1,2.18,0.0,6.24,29.99
ORD100804,Fashion,Same-Day,7484,5.82,720.0,6,2.21,4.64,4.82,53.3
ORD100805,Electronics,Standard,2966,3.47,573.4,1,2.95,7.48,2.73,48.71
ORD100806,Books,Standard,1261,1.65,244.5,1,2.1,6.15,6.09,44.09
ORD100807,Electronics,Standard,4048,3.26,927.3,4,3.31,5.52,5.62,81.58
ORD100808,Books,Same-Day,4592,1.77,243.6,1,1.85,9.45,6.58,20.53
ORD100809,Books,Same-Day,1531,2.27,172.6,1,3.07,5.81,7.53,31.2
ORD100810,Home & Kitchen,Express,1907,3.14,820.4,3,3.58,8.23,1.0,58.86
ORD100811,Home & Kitchen,Standard,3408,3.89,345.1,2,2.97,5.82,7.42,51.43
ORD100812,Beauty,Same-Day,4591,3.84,881.3,7,2.61,2.06,9.02,58.4
ORD100813,Fashion,Express,4764,3.41,636.0,6,2.31,5.58,9.17,53.21
ORD100814,Home & Kitchen,Express,5274,2.87,523.0,1,2.25,8.47,9.84,55.69
ORD100815,Home & Kitchen,Standard,3586,5.88,774.3,6,2.06,3.02,7.81,73.01
ORD100816,Books,Same-Day,4278,2.13,356.8,1,2.57,6.81,5.23,39.73
ORD100817,Electronics,Standard,3984,2.32,169.2,1,2.17,4.57,2.26,29.81
ORD100818,Fashion,Standard,2720,2.95,793.0,5,4.0,4.98,7.15,77.83
ORD100819,Books,Express,3955,2.18,866.7,3,1.57,4.38,6.09,59.96
ORD100820,Home & Kitchen,Standard,8457,6.13,180.7,8,3.65,3.64,13.6,41.91
ORD100821,Home & Kitchen,Same-Day,1427,3.46,661.2,3,3.48,8.35,4.46,46.96
ORD100822,Books,Express,1187,2.73,152.9,2,2.13,1.3,9.5,31.7
ORD100823,Fashion,Express,4868,3.3,273.9,7,3.36,5.73,6.32,35.93
ORD100824,Beauty,Express,4429,2.56,879.4,5,3.77,7.85,1.31,63.02
ORD100825,Beauty,Standard,6134,4.12,25.6,7,2.69,6.59,5.99,36.48
ORD100826,Beauty,Same-Day,2451,3.69,902.3,2,2.25,8.33,7.11,61.04
ORD100827,Books,Same-Day,3716,4.51,809.1,8,4.69,4.39,4.81,55.95
ORD100828,Home & Kitchen,Standard,5745,4.69,21.8,6,3.94,7.67,3.0,29.1
ORD100829,Beauty,Same-Day,4837,3.98,433.9,7,2.39,9.34,3.67,46.02
ORD100830,Home & Kitchen,Standard,6060,4.66,109.6,5,4.76,2.18,9.34,43.19
ORD100831,Fashion,Same-Day,1011,2.51,144.9,4,2.36,6.12,2.79,26.18
ORD100832,Beauty,Express,1959,2.02,939.9,4,4.02,7.25,5.96,70.82
ORD100833,Beauty,Standard,1851,2.92,756.4,4,3.7,4.12,6.64,63.2
ORD100834,Books,STANDARD,4489,3.23,195.6,5,1.5,1.38,8.98,44.98
ORD100835,Beauty,Standard,9077,8.71,648.8,9,2.49,2.14,6.4,68.72
ORD100836,Fashion,Standard,6297,3.72,772.8,5,3.96,5.08,7.07,66.67
ORD100837,Beauty,Express,2429,4.52,146.0,3,3.42,4.81,1.53,33.05
ORD100838,Books,Express,3937,3.9,285.8,5,2.34,3.8,3.01,32.82
ORD100839,Home & Kitchen,Standard,2094,2.35,80.8,1,0.84,4.35,2.7,27.91
ORD100840,Home & Kitchen,Same-Day,2883,5.45,846.2,3,1.56,2.35,5.12,52.34
ORD100841,Home & Kitchen,Express,2428,3.85,779.1,7,4.34,1.26,6.09,53.36
ORD100842,Beauty,Standard,6001,3.43,829.5,8,2.19,9.82,7.66,83.48
ORD100843,Books,Same-Day,3870,5.62,698.0,4,1.52,4.69,8.93,53.47
ORD100844,Home & Kitchen,Standard,3550,4.33,315.3,2,2.63,2.03,5.13,45.23
ORD100845,Home & Kitchen,Same-Day,5609,4.55,848.3,4,2.09,1.88,8.42,58.81
ORD100846,Electronics,Same-Day,2490,4.33,316.6,4,2.56,6.83,5.88,37.05
ORD100847,Fashion,Express,1277,4.08,368.1,4,1.78,6.99,8.86,48.33
ORD100848,Electronics,Express,4604,4.36,136.8,6,2.28,7.71,5.21,30.51
ORD100849,Books,Same-Day,1694,2.53,836.7,3,3.31,8.2,8.09,63.47
ORD100850,Fashion,Same-Day,6817,3.35,525.1,7,2.36,5.34,7.14,50.29
ORD100851,Beauty,Standard,6434,4.49,672.4,9,3.9,5.73,7.25,71.73
ORD100852,Fashion,Express,658,2.23,33.4,4,2.76,8.36,1.97,24.26
ORD100853,Books,Express,737,2.87,740.8,1,2.99,3.19,7.05,54.58
ORD100854,Home & Kitchen,Standard,6057,3.21,262.8,3,1.76,5.74,7.41,49.19
ORD100855,Books,Express,2174,1.68,278.7,2,3.22,1.46,7.97,35.61
ORD100856,Home & Kitchen,Standard,5584,5.13,717.9,6,2.74,9.7,9.29,85.02
ORD100857,Electronics,Express,9389,4.15,368.9,8,2.05,6.55,7.8,45.35
ORD100858,Fashion,Same-Day,6076,2.76,278.0,5,1.87,8.36,4.79,32.98
ORD100859,Fashion,Same-Day,5465,3.84,839.4,7,4.11,2.61,5.54,58.19
ORD100860,Books,Standard,3540,1.86,436.4,3,3.99,7.49,9.83,59.51
ORD100861,Electronics,Standard,8508,3.81,414.7,5,3.16,7.33,2.43,55.79
ORD100862,Books,Standard,2426,2.33,246.7,3,2.55,7.86,1.89,42.2
ORD100863,Books,Same-Day,3050,1.42,875.6,1,1.37,9.8,8.47,67.98
ORD100864,Home & Kitchen,Express,4267,4.98,620.2,3,1.59,4.62,5.63,61.51
ORD100865,Electronics,Same-Day,4161,3.76,621.5,2,3.43,5.08,2.85,41.97
ORD100866,Beauty,Express,-950,2.46,443.1,4,3.17,4.39,5.93,44.99
ORD100867,Electronics,Standard,5035,6.12,97.1,5,4.28,3.95,4.68,46.4
ORD100868,Home & Kitchen,Standard,5466,4.8,488.5,8,4.77,3.87,8.15,62.42
ORD100869,Books,Standard,5792,4.04,697.9,7,3.74,5.64,2.92,59.36
ORD100870,Books,Same-Day,8824,3.94,167.6,10,4.39,9.76,1.79,34.47
ORD100871,Home & Kitchen,Same-Day,2421,6.79,924.9,5,4.13,3.28,4.77,64.97
ORD100872,Electronics,Standard,5063,3.8,409.9,4,2.55,1.06,6.36,47.85
ORD100873,Fashion,Express,3847,1.72,851.3,2,2.63,6.54,8.74,70.48
ORD100874,Books,Express,6456,5.36,483.3,7,2.26,4.1,7.23,46.46
ORD100875,Home & Kitchen,Express,989,3.3,192.8,3,4.21,3.28,8.03,40.06
ORD100876,Fashion,Standard,7375,4.28,485.1,7,1.63,2.83,4.32,56.12
ORD100877,Home & Kitchen,Standard,3848,4.92,433.7,2,1.04,5.99,7.86,52.72
ORD100878,Beauty,Same-Day,7846,3.44,450.3,8,2.95,3.21,6.61,42.81
ORD100879,Electronics,Standard,1285,4.88,369.5,2,1.72,8.6,4.68,46.74
ORD100880,Electronics,Same-Day,3713,2.0,944.3,1,3.26,6.21,7.14,56.31
ORD100881,Books,Same-Day,5727,3.23,692.8,5,2.56,7.82,5.11,54.36
ORD100882,Fashion,Same-Day,4218,5.88,515.9,7,1.87,2.47,5.77,39.83
ORD100883,Electronics,Standard,4904,4.3,872.3,4,3.75,6.09,1.35,61.89
ORD100884,Fashion,Standard,3608,2.05,857.1,1,3.22,3.5,3.9,71.08
ORD100885,Electronics,Express,8512,4.23,521.7,6,2.38,4.04,6.72,57.35
ORD100886,Books,Express,619,2.26,515.6,1,0.99,1.75,8.99,44.64
ORD100887,Books,Express,5098,5.73,501.7,4,2.43,5.8,1.59,44.6
ORD100888,Beauty,Standard,4269,6.58,574.5,8,4.31,6.31,3.78,59.47
ORD100889,Home & Kitchen,Express,5233,2.69,150.7,3,3.54,1.97,1.97,27.76
ORD100890,Fashion,Express,2265,1.99,654.7,1,3.13,7.76,2.82,47.83
ORD100891,Home & Kitchen,Standard,2972,3.67,35.1,2,3.1,6.65,7.95,43.45
ORD100892,Beauty,Standard,4697,2.52,39.1,6,3.97,6.84,7.03,41.92
ORD100893,Electronics,Standard,4623,4.62,652.5,4,2.99,7.77,8.18,62.72
ORD100894,Home & Kitchen,Standard,7022,6.74,896.7,8,3.59,7.61,7.94,82.45
ORD100895,Beauty,Express,4136,2.77,512.2,5,2.28,3.03,4.2,46.96
ORD100896,Fashion,Same-Day,5184,4.3,639.7,8,2.41,7.68,2.32,49.9
ORD100897,Electronics,Same-Day,7288,3.1,523.1,5,3.09,9.08,9.63,58.82
ORD100898,Electronics,Standard,1635,2.82,832.4,2,3.89,8.71,5.68,65.85
ORD100899,Beauty,Same-Day,2513,1.56,849.6,1,2.08,7.34,5.04,49.46
ORD100900,Fashion,Standard,3078,4.14,106.6,5,2.78,9.58,7.12,50.31
ORD100901,Books,Same-Day,5788,3.31,230.2,5,2.89,3.67,3.95,23.99
ORD100902,Books,Same-Day,3480,3.79,535.4,5,4.45,7.86,5.62,55.9
ORD100903,Electronics,Standard,9375,5.25,121.1,9,-1.7,2.52,1.22,32.56
ORD100904,Home & Kitchen,Standard,7841,4.3,174.3,9,4.94,7.6,1.16,43.09
ORD100905,Beauty,Express,3959,4.04,470.6,3,4.01,3.34,7.0,48.88
ORD100906,Books,Express,2291,1.49,849.3,1,2.91,5.36,1.37,59.46
ORD100907,Electronics,Express,4272,2.82,96.4,4,1.99,1.86,5.57,29.6
ORD100908,Home & Kitchen,Express,3212,3.08,231.5,1,,3.57,9.54,40.42
ORD100909,Books,Same-Day,1723,3.98,760.6,3,1.46,3.73,8.36,53.32
ORD100910,Beauty,Express,8312,3.26,278.2,5,3.8,8.98,3.48,37.72
ORD100911,Electronics,Express,7167,5.91,284.0,9,4.75,5.48,6.17,44.27
ORD100912,Fashion,Express,589,2.01,835.5,1,2.58,7.72,9.28,63.43
ORD100913,Beauty,Same-Day,3064,4.1,699.7,4,1.82,6.45,9.57,52.23
ORD100914,Books,Express,2195,1.81,823.8,3,2.47,4.39,5.37,61.49
ORD100915,Beauty,Same-Day,5143,3.4,314.8,7,-2.5,6.48,8.13,40.28
ORD100916,Electronics,Standard,2849,2.19,710.1,2,3.78,3.46,2.79,56.36
ORD100917,Books,Express,657,1.9,695.9,2,1.82,5.66,1.16,47.78
ORD100918, beauty ,Same-Day,2183,2.86,887.8,3,3.15,6.24,7.22,59.98
ORD100919,Fashion,Express,3375,2.86,24.5,5,3.55,8.29,8.26,39.87
ORD100920,Fashion,Standard,6943,4.51,256.4,8,2.78,4.62,1.27,39.3
ORD100921,Beauty,Same-Day,2707,2.63,314.7,5,4.22,6.45,6.79,38.78
ORD100922,Electronics,Standard,6981,5.14,828.4,6,2.4,2.84,9.48,73.94
ORD100923,Books,Same-Day,1696,1.81,38.4,1,1.07,7.87,2.79,19.69
ORD100924,Beauty,Express,4388,1.52,511.5,1,3.34,6.92,2.88,44.53
ORD100925,Beauty,Same-Day,3226,2.89,730.3,6,2.32,7.02,7.31,55.22
ORD100926,Home & Kitchen,Express,2522,2.83,187.0,1,0.83,5.32,5.16,39.11
ORD100927,Fashion,Express,2584,3.19,220.2,7,3.55,6.1,2.51,32.07
ORD100928,Books,Express,4812,1.83,887.9,3,1.81,2.95,8.54,71.69
ORD100929,Home & Kitchen,Same-Day,300,4.69,118.9,2,2.7,7.55,1.37,27.35
ORD100930,Beauty,Same-Day,4600,2.98,370.9,5,2.01,7.97,8.84,43.9
ORD100931,Home & Kitchen,Same-Day,3655,3.2,489.2,2,2.78,6.84,2.31,37.11
ORD100932,Home & Kitchen,Express,7899,3.13,888.9,4,2.02,4.14,1.89,61.62
ORD100933,Electronics,Standard,7246,4.33,49.7,4,1.46,5.0,5.25,35.14
ORD100934,Home & Kitchen,Express,3558,3.34,480.3,2,1.31,8.87,4.25,51.81
ORD100935,Beauty,Standard,3249,3.11,722.6,4,1.72,3.67,6.43,60.6
ORD100936,Home & Kitchen,Same-Day,8499,5.01,576.5,5,2.16,7.83,1.59,48.46
ORD100937,Electronics,Express,5498,3.4,447.7,5,2.76,7.09,9.15,51.38
ORD100938,Beauty,Standard,1806,3.22,348.9,5,2.51,5.45,4.77,54.18
ORD100939,Electronics,Standard,5430,5.07,604.6,6,2.58,5.83,8.85,72.93
ORD100940,Books,Standard,5744,4.15,256.9,9,2.35,4.41,7.55,49.16
ORD100941,Home & Kitchen,Same-Day,3608,4.06,836.0,1,2.92,5.21,3.45,54.36
ORD100942,Electronics,Express,6921,5.73,548.9,8,3.72,7.37,8.27,54.25
ORD100943,Beauty,Express,3731,3.59,748.2,7,2.79,1.23,8.39,62.72
ORD100944,Home & Kitchen,Express,4942,5.26,118.7,5,4.52,1.76,3.37,35.58
ORD100945,Books,Standard,5845,4.58,485.3,8,3.53,6.1,8.25,63.87
ORD100946,Electronics,Same-Day,4924,2.97,517.5,5,4.43,5.06,4.87,50.09
ORD100947,Home & Kitchen,Standard,2291,2.32,872.4,1,3.03,5.21,8.62,75.33
ORD100948,Books,Express,7355,6.77,597.5,5,2.9,9.0,6.79,60.0
ORD100949,Books,Same-Day,5056,2.17,691.9,4,,6.66,7.4,56.33
ORD100950,Fashion,Same-Day,5468,4.07,258.1,7,1.95,6.98,9.2,38.41
ORD100951,Electronics,Standard,5563,3.36,341.0,5,1.75,5.94,5.17,45.93
ORD100952,Beauty,Standard,2073,1.45,546.0,1,3.46,3.58,6.1,52.96
ORD100953,Books,Same-Day,1409,1.69,34.7,1,2.32,5.88,8.01,23.07
ORD100954,Electronics,Standard,9202,4.53,562.9,6,2.37,1.95,1.09,52.75
ORD100955,Home & Kitchen,Standard,3694,3.0,134.1,3,3.72,2.67,6.95,40.87
ORD100956,Beauty,Standard,3490,2.22,188.4,3,1.27,2.87,6.43,38.08
ORD100957,Electronics,Express,2816,1.91,852.3,1,2.7,4.27,4.69,64.25
ORD100958,Beauty,Express,3434,3.59,710.2,4,1.48,1.22,5.57,47.19
ORD100959,Books,Standard,3814,3.8,843.2,3,3.53,9.74,3.66,76.77
ORD100960,Fashion,Express,2787,2.61,315.0,2,3.02,3.7,9.05,34.84
ORD100961,Fashion,Standard,5287,4.29,325.9,5,3.35,5.0,3.98,44.87
ORD100962,Fashion,Standard,3724,4.27,9366.0,6,3.57,5.3,7.7,78.24
ORD100963,Home & Kitchen,Express,8397,8.31,30.8,10,3.23,8.06,6.64,46.68
ORD100964,Electronics,Same-Day,4914,3.64,102.2,7,2.69,3.33,7.15,30.58
ORD100965,Electronics,Express,1747,2.73,102.1,3,1.65,2.47,4.46,22.26
ORD100966,Fashion,Express,2714,2.25,749.5,2,0.75,2.29,4.25,43.73
ORD100967,Home & Kitchen,Same-Day,3017,5.01,507.7,8,4.27,7.43,2.98,51.89
ORD100968,Fashion,Express,3287,3.75,68.4,6,3.54,4.53,7.62,28.43
ORD100969,Electronics,Same-Day,3854,3.6,590.4,1,4.03,8.52,2.57,44.71
ORD100970,Books,Standard,3234,2.61,521.2,2,2.71,5.27,8.58,57.17
ORD100971,Fashion,Same-Day,7438,4.04,755.1,9,3.04,2.91,1.22,50.09
ORD100972,Beauty,Express,4943,3.52,898.0,4,2.78,5.39,9.1,75.14
ORD100973,Books,Express,2065,4.73,382.2,6,2.87,5.49,2.55,38.59
ORD100974,Home & Kitchen,Same-Day,5551,5.12,270.6,5,3.67,5.41,4.88,33.67
ORD100975,Books,Standard,1599,1.37,348.7,1,1.25,3.26,9.2,41.99
ORD100976,Beauty,Standard,4891,4.15,370.2,8,3.06,3.6,3.88,50.38
ORD100977,Fashion,Same-Day,5482,3.05,847.7,5,3.78,2.9,7.27,58.04
ORD100978,Beauty,Same-Day,4605,3.73,439.5,6,1.72,1.99,5.18,36.05
ORD100979,Beauty,Express,948,1.8,264.9,2,3.08,1.01,4.91,36.91
ORD100980,Electronics,Standard,5688,2.81,399.8,3,2.89,6.98,3.96,54.52
ORD100981,Electronics,Express,8081,4.13,510.7,5,2.63,8.4,9.5,60.33
ORD100982,Home & Kitchen,Express,8493,4.99,513.1,8,4.27,6.98,5.91,59.3
ORD100983,Fashion,Express,873,2.43,780.8,2,1.83,7.11,5.27,61.75
ORD100984,Home & Kitchen,Standard,1994,3.98,351.0,2,3.93,2.29,9.45,48.23
ORD100985,Home & Kitchen,Same-Day,1537,2.64,171.7,1,3.77,5.0,5.11,24.71
ORD100986,Books,Same-Day,6103,4.25,891.9,9,3.92,9.17,1.36,61.11
ORD100987,Home & Kitchen,Standard,300,5.61,948.6,1,1.57,7.09,6.08,73.69
ORD100988,Beauty,Same-Day,9455,4.84,188.7,10,2.16,4.08,9.37,33.89
ORD100989,Home & Kitchen,Standard,2567,5.07,246.9,6,2.94,9.17,2.88,52.04
ORD100990,Books,Standard,4114,3.11,624.7,3,3.74,8.8,1.36,53.25
ORD100991,Electronics,Express,7728,4.11,638.2,8,2.23,9.86,2.35,53.49
ORD100992,Home & Kitchen,Standard,5687,2.7,48.1,3,2.84,3.52,2.9,23.13
ORD100993,Electronics,Standard,963,4.0,389.5,4,2.1,6.26,7.01,51.72
ORD100994,Beauty,Same-Day,3367,4.56,430.5,6,1.5,6.27,2.03,25.6
ORD100995,Home & Kitchen,Standard,2869,4.41,705.6,1,1.29,4.66,5.24,67.49
ORD100996,Books,Same-Day,3947,1.7,500.2,1,3.73,7.62,4.81,42.23
ORD100997,Books,Express,2850,3.06,168.9,0,3.74,2.02,5.79,28.1
ORD100998,Electronics,Express,9622,5.69,843.2,9,2.38,5.14,3.72,60.56
ORD100999,Fashion,Same-Day,8354,4.14,477.8,10,4.5,4.23,1.32,40.18
ORD101000,BOOKS,Same-Day,436,2.45,630.3,4,3.83,4.86,2.52,45.81
ORD101001,Books,Same-Day,300,2.27,795.1,1,2.08,3.86,5.33,51.29
ORD101002,Fashion,Express,4978,4.47,56.9,9,2.88,1.49,3.15,18.91
ORD101003,Beauty,Express,1094,2.87,214.6,1,1.39,7.14,2.86,31.41
ORD101004,Home & Kitchen,Same-Day,9018,4.68,772.4,7,2.57,9.88,6.97,64.61
ORD101005,Fashion,Express,2254,1.83,520.8,1,3.15,5.85,1.7,43.33
ORD101006,Home & Kitchen,Same-Day,3554,3.86,856.5,7,5.18,9.78,1.38,60.78
ORD101007,Books,Standard,1492,5.85,439.1,2,3.42,8.0,7.84,54.85
ORD101008,Home & Kitchen,Express,4972,4.3,627.3,6,2.95,8.95,2.61,53.24
ORD101009,Electronics,express,5091,3.55,559.9,4,4.17,2.86,8.9,50.26
ORD101010,Fashion,Express,5006,4.71,715.0,9,4.2,7.22,2.74,58.75
ORD101011,Books,Same-Day,3930,4.22,812.4,4,1.99,7.22,3.61,55.63
ORD101012,Home & Kitchen,Standard,7885,4.19,230.6,5,4.54,3.39,9.1,56.56
ORD101013,Home & Kitchen,Express,4998,4.05,-35,3,0.81,3.69,2.18,39.13
ORD101014,Books,Same-Day,4729,2.99,226.4,4,3.18,6.32,6.65,29.8
ORD101015,Books,Express,4286,3.3,859.5,2,2.35,8.65,4.95,64.26
ORD101016,Home & Kitchen,Standard,3673,4.7,667.6,3,3.43,6.27,4.04,59.06
ORD101017,Electronics,Same-Day,2129,4.1,96.9,4,3.42,4.7,3.48,17.35
ORD101018,Beauty,Same-Day,1230,2.38,924.6,3,1.86,9.68,1.29,61.95
ORD101019,Fashion,Express,4215,3.64,897.8,4,4.18,3.31,7.49,65.35
ORD101020,Beauty,Express,1106,1.57,924.0,2,2.93,3.52,6.94,61.2
ORD101021,Books,Express,5600,4.06,441.3,6,3.57,7.9,7.63,52.82
ORD101022,Beauty,Standard,2763,1.79,23.4,2,3.35,9.9,1.91,34.43
ORD101023,Electronics,Express,6725,4.83,300.5,3,3.81,7.65,7.46,49.34
ORD101024,Fashion,Same-Day,1298,7.27,763.4,2,2.54,4.68,5.83,46.15
ORD101025,Beauty,Same-Day,2001,2.79,611.7,2,2.55,7.26,9.14,52.51
ORD101026,Beauty,Standard,4226,4.65,548.8,6,3.68,6.77,3.84,59.31
ORD101027,Electronics,Express,3778,5.38,265.6,5,1.26,5.56,7.46,43.05
ORD101028,Electronics,Express,8189,4.3,930.9,9,2.98,6.18,1.99,72.4
ORD101029,Books,Same-Day,3994,2.7,303.3,6,3.73,3.53,9.19,43.57
ORD101030,Electronics,Same-Day,8085,3.08,716.0,4,2.51,5.42,9.6,53.02
ORD101031,Fashion,Same-Day,6805,3.01,381.3,6,4.31,4.01,6.98,43.41
ORD101032,Beauty,Express,4071,1.74,746.3,2,1.48,1.6,5.14,56.92
ORD101033,Beauty,Standard,4770,4.59,741.1,9,4.07,9.73,1.89,73.72
ORD101034,Books,Standard,7563,3.96,694.8,9,4.59,2.54,6.61,73.33
ORD101035,Beauty,Same-Day,7152,3.75,858.9,6,4.71,7.92,9.06,62.06
ORD101036,Beauty,Same-Day,7941,2.32,216.6,3,1.87,1.38,6.98,27.53
ORD101037,Fashion,Standard,2068,2.51,465.6,4,3.04,4.22,6.97,53.46
ORD101038,Home & Kitchen,Standard,5477,5.61,387.8,8,3.18,2.85,3.94,53.48
ORD101039,Home & Kitchen,Standard,5027,3.19,946.3,3,2.07,3.64,3.77,67.17
ORD101040,,Express,4748,6.05,654.2,6,4.67,1.38,8.24,69.48
ORD101041,Electronics,Same-Day,3296,1.9,310.0,1,1.7,4.87,3.73,25.0
ORD101042,Beauty,Same-Day,3274,1.75,797.1,3,2.01,2.75,8.15,55.54
ORD101043,Books,Express,6333,3.67,352.2,4,1.76,3.04,2.42,38.4
ORD101044,Electronics,Standard,2467,5.07,883.3,5,1.52,2.68,2.9,64.56
ORD101045,Fashion,Same-Day,3985,2.97,733.2,2,3.55,4.61,4.29,50.85
ORD101046,Books,Express,5718,3.23,284.5,6,1.95,5.89,7.03,38.29
ORD101047,Electronics ,Standard,8332,3.15,365.9,5,4.41,9.56,7.0,62.83
ORD101048,Home & Kitchen,Standard,7389,3.86,391.4,4,1.76,5.24,3.93,49.46
ORD101049,Beauty,Express,6540,4.89,725.5,10,5.04,4.01,7.92,70.24
ORD101050,Electronics,Express,2113,4.91,516.1,1,3.36,8.82,2.23,54.78
ORD101051,Books,Same-Day,763,2.03,216.9,2,3.63,6.77,6.43,34.68
ORD101052,Books,Same-Day,804,2.18,59.8,1,0.95,1.0,9.54,20.85
ORD101053,Beauty,Same-Day,3360,3.52,703.9,1,1.37,2.12,7.55,45.15
ORD101054,Electronics,Same-Day,4247,2.84,869.9,4,2.75,3.47,1.1,45.79
ORD101055,Books,Same day,2988,2.32,845.0,3,3.59,5.22,8.89,59.27
ORD101056,Home & Kitchen,Standard,5568,3.24,460.8,4,2.11,2.98,7.53,61.51
ORD101057,Electronics,Express,2371,4.73,844.3,1,1.26,8.92,9.49,66.02
ORD101058,Books,Express,3446,3.36,78.1,4,3.06,6.33,6.59,37.46
ORD101059,Beauty,Standard,4782,1.96,860.1,3,1.36,7.7,2.98,71.78
ORD101060,Books,Same-Day,4515,4.75,138.5,9,4.29,10.0,3.76,31.26
ORD101061,Fashion,Standard,4345,5.17,680.3,8,3.87,9.22,4.38,71.55
ORD101062,Beauty,Same-Day,2599,2.91,146.2,5,4.37,3.27,1.38,19.3
ORD101063,Electronics,Standard,3017,2.75,182.2,3,1.55,1.28,7.06,39.77
ORD101064,Home & Kitchen,Same-Day,2942,2.99,158.7,3,3.29,5.98,9.32,35.5
ORD101065,Home & Kitchen,Standard,5560,6.03,533.5,6,4.02,9.16,8.68,68.81
ORD101066,Books,Standard,300,3.12,838.7,5,2.56,4.97,2.6,60.44
ORD101067,Beauty,Same-Day,7809,6.17,26.4,9,5.5,1.09,3.51,17.63
ORD101068,Electronics,Express,5039,4.13,916.3,5,1.87,5.25,9.92,75.55
ORD101069,Home & Kitchen,Same-Day,3953,2.29,631.4,2,3.79,7.61,1.85,47.18
ORD101070,Fashion,Standard,7657,5.42,911.6,8,4.09,0.0,8.4,76.91
ORD101071,Fashion,Standard,2363,3.54,875.6,2,2.56,4.87,6.67,68.91
ORD101072,Electronics,Express,3593,5.55,394.2,5,2.05,5.39,2.3,37.57
